model,nsims,tpb,mem,pythontime,cupsodatime,rtol,atol,mxsteps,t_end,n_steps,deterministic,vol,card
ras,100,1,2,8.83877396584,7.55398,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100,2,2,8.74293804169,7.456439,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100,4,2,8.89233493805,7.601819,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100,8,2,8.99190998077,7.705128,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100,16,2,9.40616297722,8.121136,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100,32,2,10.2853169441,8.994172,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100,64,2,10.6214959621,9.338692,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,1,0,73.5378060341,63.02338,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,2,0,42.7639098167,32.2104,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,4,0,32.5944299698,22.03928,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,8,0,22.555877924,12.011931,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,16,0,23.0806808472,12.499818,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,32,0,24.2209839821,13.660564,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,64,0,24.2560310364,13.710567,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,1,1,62.5856730938,52.07185,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,2,1,37.0297279358,26.49415,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,4,1,28.6988527775,18.153475,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,8,1,20.5467879772,9.940852,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,16,1,20.6924679279,10.186839,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,32,1,21.5306699276,10.973242,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,64,1,21.6674759388,11.081631,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,1,2,56.9022891521,46.374977,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,2,2,34.1581687927,23.591633,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,4,2,26.8086209297,16.194315,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,8,2,19.3944721222,8.837347,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,16,2,19.5581591129,9.022255,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,32,2,20.3785560131,9.879653,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,1000,64,2,20.4440500736,9.910386,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,1,0,702.01788497,598.498596,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,2,0,416.115213871,312.974213,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,4,0,274.776916027,171.924438,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,8,0,201.615751982,98.680244,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,16,0,164.830257893,61.912178,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,32,0,169.52571106,66.259827,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,64,0,170.872217894,67.870163,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,1,1,599.785157919,496.698944,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,2,1,362.320162058,258.063354,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,4,1,244.292808056,141.373703,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,8,1,183.318161011,80.395012,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,16,1,154.750787973,51.62682,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,32,1,158.088693142,54.95715,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,64,1,158.138293982,55.055153,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,1,2,547.512023926,443.999512,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,2,2,331.857552052,228.82869,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,4,2,227.345264912,124.271713,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,8,2,173.470360041,70.421913,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,16,2,150.683604956,47.343319,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,32,2,152.956362009,50.261211,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,10000,64,2,153.909928083,50.650112,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,1,0,6962.90791988,5932.206055,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,2,0,4080.26563621,3050.534668,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,4,0,2663.83862495,1627.555176,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,8,0,1944.12551212,910.379211,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,16,0,1635.52387619,600.300171,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,32,0,1707.08442307,674.388489,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,64,0,1685.04078794,653.67981,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,1,1,5937.39979196,4907.11377,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,2,1,3533.51584697,2499.969971,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,4,1,2366.92676592,1333.709717,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,8,1,1769.34957719,741.283752,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,16,1,1521.3548851,480.503632,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,32,1,1546.78945398,515.339905,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,64,1,1549.5174551,514.949097,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,1,2,5439.96131992,4402.324707,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,2,2,3261.65230393,2230.828369,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,4,2,2208.083009,1175.917236,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,8,2,1691.13963699,662.366943,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,16,2,1471.56228209,441.52655,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,32,2,1528.65135503,499.097443,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
ras,100000,64,2,1507.30804706,475.115326,1e-06,1e-06,100,20000,1500.0,1,0,gtx980-ti-diablo
model,nsims,tpb,mem,pythontime,cupsodatime,rtol,atol,mxsteps,t_end,n_steps,deterministic,vol,card
earm,10,1,0,12.9030458927,12.155747,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,2,0,12.8962287903,12.160406,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,4,0,13.1771271229,12.442834,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,8,0,13.5670740604,12.831277,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,1,1,10.3295531273,9.608828,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,2,1,10.3906879425,9.649091,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,4,1,10.5952310562,9.859369,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,8,1,10.8503110409,10.111063,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,1,2,9.02467679977,8.286134,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,2,2,9.1287920475,8.392154,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,4,2,9.25134801865,8.518836,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10,8,2,9.49986696243,8.758519,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,1,0,17.7334771156,12.852692,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,2,0,17.6333360672,12.783675,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,4,0,17.8280479908,12.977057,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,8,0,18.3124451637,13.431417,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,16,0,19.0388140678,14.184073,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,32,0,20.9799439907,16.044319,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,1,1,15.1212999821,10.211085,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,2,1,14.9894709587,10.101781,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,4,1,15.1106529236,10.252646,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,8,1,15.3968598843,10.53445,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,16,1,15.8833839893,11.016227,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,32,1,17.1218540668,12.261,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,1,2,13.685874939,8.82948,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,2,2,13.5386030674,8.682734,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,4,2,13.6986088753,8.833031,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,8,2,13.869838953,8.995277,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,16,2,14.3424768448,9.492993,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,100,32,2,15.5252261162,10.645199,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,1,0,123.666347027,77.456802,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,2,0,85.7980530262,39.697079,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,4,0,73.7425060272,27.404991,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,8,0,61.2742729187,15.177262,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,16,0,62.2747340202,15.725428,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,32,0,63.5082011223,17.357635,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,1,1,108.263655901,62.024418,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,2,1,78.0045759678,31.718843,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,4,1,68.068860054,21.808371,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,8,1,58.0769879818,12.007755,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,16,1,58.458712101,12.41853,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,32,1,59.578083992,13.408727,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,1,2,100.050781012,53.863686,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,2,2,73.9031541348,27.685013,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,4,2,65.476706028,19.210283,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,8,2,56.6225559711,10.507557,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,16,2,56.9967961311,10.8253,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,1000,32,2,58.1456871033,11.93773,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,1,0,1207.31324315,746.997864,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,2,0,845.783586979,385.59137,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,4,0,673.109826088,212.206894,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,8,0,585.348447084,124.188187,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,16,0,551.427601099,85.216652,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,32,0,550.792184114,90.556084,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,1,1,1055.86996508,596.171448,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,2,1,765.920542002,307.997955,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,4,1,627.29032588,167.998337,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,8,1,562.896664858,98.434326,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,16,1,527.360575914,67.236931,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,32,1,532.893855095,73.17968,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,1,2,977.883546829,518.747498,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,2,2,725.960625887,268.648102,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,4,2,602.421239138,145.206802,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,8,2,546.752987862,85.739944,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,16,2,521.106148958,61.489815,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
earm,10000,32,2,531.939996004,67.889053,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-ti-diablo
