model,nsims,tpb,mem,pythontime,cupsodatime,rtol,atol,mxsteps,t_end,n_steps,deterministic,vol,card
earm,100,1,2,42.7915120125,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,100,2,2,45.9805281162,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,100,4,2,46.9799370766,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,100,8,2,45.9806680679,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,100,16,2,45.9989309311,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,100,32,2,45.9633450508,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,1,0,150.029005051,121.823578,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,2,0,90.8979568481,62.77784,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,4,0,68.4299080372,40.302803,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,8,0,57.9706170559,29.783936,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,16,0,46.6982531548,18.567118,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,32,0,47.5966701508,19.23805,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,1,1,125.428072929,97.162849,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,2,1,78.4348759651,50.228584,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,4,1,60.4013860226,32.000118,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,8,1,51.7342638969,23.41991,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,16,1,42.7008020878,14.340172,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,32,1,43.2480649948,15.012499,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,1,2,66.7528939247,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,2,2,68.6620380878,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,4,2,69.9739818573,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,8,2,67.9755160809,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,16,2,69.9731199741,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,1000,32,2,68.9720289707,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,1,0,1466.84563589,1186.548096,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,2,0,895.000418901,613.717957,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,4,0,624.459212065,342.488403,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,8,0,489.078691959,207.724442,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,16,0,448.114489079,165.76152,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,32,0,439.101167917,157.736176,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,1,1,1226.40158296,945.454468,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,2,1,770.401432991,488.803894,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,4,1,551.474393845,269.787933,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,8,1,443.21907711,161.096466,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,16,1,397.486409903,115.461433,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,32,1,394.673559904,112.950203,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,1,2,320.161643982,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,2,2,317.941467047,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,4,2,315.551719904,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,8,2,324.327800035,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,16,2,320.95460391,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
earm,10000,32,2,316.832020998,0.0,1e-06,1e-06,100,20000,20000.0,1,0,gtx980-mule
